hotel,is_canceled,lead_time,adr,stays_total_nights,stay_length,booking_changes_cat,days_in_waiting_list_cat,customer_fidelity,lead_time_cat,adr_cat,adults,children,babies,total_guests,arrival_year,arrival_month,arrival_day,arrival_month_index,arrival_ym,market_segment,deposit_type,country,motivation,reserved_room_type,customer_type,agent,company
City Hotel,0,104,116.1,5,middle,none,none,normal,1-2-months,normal,3,0,0,3,2017,April,13,4,2017-04,Offline TA/TO,No Deposit,DEU,work+rest,A,Transient,16,NULL
City Hotel,0,177,105.33,3,middle,little,none,normal,2-6-months,normal,2,0,0,2,2017,April,15,4,2017-04,Groups,No Deposit,RUS,work+rest,A,Transient-Party,2,NULL
City Hotel,0,177,105.33,3,middle,little,none,normal,2-6-months,normal,2,0,0,2,2017,April,15,4,2017-04,Groups,No Deposit,USA,work+rest,A,Transient-Party,2,NULL
City Hotel,0,177,105.33,3,middle,little,none,normal,2-6-months,normal,2,0,0,2,2017,April,15,4,2017-04,Groups,No Deposit,CN,work+rest,A,Transient-Party,2,NULL
City Hotel,0,84,204,3,middle,none,none,normal,1-2-months,high,3,0,0,3,2017,April,15,4,2017-04,Online TA,No Deposit,RUS,work+rest,E,Transient,9,NULL
City Hotel,0,177,105.33,3,middle,little,none,normal,2-6-months,normal,2,0,0,2,2017,April,15,4,2017-04,Groups,No Deposit,CN,work+rest,A,Transient-Party,2,NULL
City Hotel,0,84,114,3,middle,none,none,normal,1-2-months,normal,2,0,0,2,2017,April,15,4,2017-04,Online TA,No Deposit,AUT,work+rest,A,Transient,9,NULL
City Hotel,0,176,113,4,middle,none,none,normal,2-6-months,normal,2,0,0,2,2017,April,14,4,2017-04,Groups,No Deposit,RUS,work+rest,A,Transient-Party,2,NULL
City Hotel,0,84,114,3,middle,none,none,normal,1-2-months,normal,2,0,0,2,2017,April,15,4,2017-04,Online TA,No Deposit,AUT,work+rest,A,Transient,9,NULL
City Hotel,0,84,114,3,middle,none,none,normal,1-2-months,normal,2,0,0,2,2017,April,15,4,2017-04,Online TA,No Deposit,AUT,work+rest,A,Transient,9,NULL
City Hotel,0,176,113,4,middle,none,none,normal,2-6-months,normal,2,0,0,2,2017,April,14,4,2017-04,Groups,No Deposit,RUS,work+rest,A,Transient-Party,2,NULL
City Hotel,0,176,113,4,middle,none,none,normal,2-6-months,normal,2,0,0,2,2017,April,14,4,2017-04,Groups,No Deposit,RUS,work+rest,A,Transient-Party,2,NULL
City Hotel,0,225,113,4,middle,none,many,normal,>6-months,normal,2,0,0,2,2017,April,14,4,2017-04,Groups,No Deposit,RUS,work+rest,A,Transient-Party,2,NULL
City Hotel,0,177,105.33,3,middle,little,none,normal,2-6-months,normal,2,0,0,2,2017,April,15,4,2017-04,Groups,No Deposit,CN,work+rest,A,Transient-Party,2,NULL
City Hotel,0,48,135,2,short,none,none,normal,<1-month,normal,2,0,0,2,2017,April,16,4,2017-04,Online TA,No Deposit,ISR,weekend,D,Transient,9,NULL
City Hotel,0,176,113,4,middle,none,none,normal,2-6-months,normal,2,0,0,2,2017,April,14,4,2017-04,Groups,No Deposit,RUS,work+rest,A,Transient-Party,2,NULL
City Hotel,0,206,99,2,short,none,none,normal,>6-months,normal,2,0,0,2,2017,April,16,4,2017-04,Online TA,No Deposit,DEU,weekend,A,Transient,9,NULL
City Hotel,0,176,113,4,middle,none,none,normal,2-6-months,normal,2,0,0,2,2017,April,14,4,2017-04,Groups,No Deposit,CN,work+rest,A,Transient-Party,2,NULL
City Hotel,0,177,105.33,3,middle,little,none,normal,2-6-months,normal,2,0,0,2,2017,April,15,4,2017-04,Groups,No Deposit,USA,work+rest,A,Transient-Party,2,NULL
City Hotel,0,177,105.33,3,middle,little,none,normal,2-6-months,normal,2,0,0,2,2017,April,15,4,2017-04,Groups,No Deposit,CN,work+rest,A,Transient-Party,2,NULL
City Hotel,0,177,105.33,3,middle,little,none,normal,2-6-months,normal,2,0,0,2,2017,April,15,4,2017-04,Groups,No Deposit,CN,work+rest,A,Transient-Party,2,NULL
City Hotel,0,62,177,3,middle,none,none,normal,1-2-months,high,3,0,0,3,2017,April,15,4,2017-04,Online TA,No Deposit,ITA,work+rest,D,Transient,9,NULL
City Hotel,0,142,130.5,1,short,none,none,normal,2-6-months,normal,2,0,0,2,2017,April,17,4,2017-04,Online TA,No Deposit,ITA,weekend,D,Transient,9,NULL
City Hotel,0,142,166.5,1,short,none,none,normal,2-6-months,high,3,0,0,3,2017,April,17,4,2017-04,Online TA,No Deposit,ITA,weekend,D,Transient,9,NULL
City Hotel,0,71,177,3,middle,none,none,normal,1-2-months,high,3,0,0,3,2017,April,15,4,2017-04,Online TA,No Deposit,NLD,work+rest,D,Transient,9,NULL
City Hotel,0,14,132.5,4,middle,none,none,normal,<1-month,normal,2,0,0,2,2017,April,14,4,2017-04,Online TA,No Deposit,RUS,work+rest,A,Transient,9,NULL
City Hotel,0,50,114,3,middle,none,none,normal,<1-month,normal,2,0,0,2,2017,April,15,4,2017-04,Online TA,No Deposit,BEL,work+rest,A,Transient,9,NULL
City Hotel,0,141,135.9,5,middle,none,none,normal,2-6-months,normal,2,0,0,2,2017,April,13,4,2017-04,Online TA,No Deposit,BEL,work+rest,D,Transient,9,NULL
City Hotel,0,37,120,3,middle,none,none,normal,<1-month,normal,2,0,0,2,2017,April,15,4,2017-04,Online TA,No Deposit,NLD,work+rest,A,Transient,9,NULL
City Hotel,0,13,225,2,short,none,none,normal,<1-month,high,2,2,0,4,2017,April,16,4,2017-04,Online TA,No Deposit,ISR,weekend,F,Transient,9,NULL
City Hotel,0,75,180,3,middle,none,none,normal,1-2-months,high,2,1,0,3,2017,April,15,4,2017-04,Direct,No Deposit,FRA,familiy,D,Transient-Party,NULL,NULL
City Hotel,0,75,171,3,middle,none,none,normal,1-2-months,high,2,1,0,3,2017,April,15,4,2017-04,Direct,No Deposit,FRA,familiy,D,Transient-Party,NULL,NULL
City Hotel,0,42,196.67,3,middle,little,none,normal,<1-month,high,3,0,0,3,2017,April,15,4,2017-04,Online TA,No Deposit,DEU,work+rest,D,Transient,9,NULL
City Hotel,0,41,187,6,long,none,none,normal,<1-month,high,3,0,0,3,2017,April,12,4,2017-04,Online TA,No Deposit,LBN,work+rest,D,Transient,9,NULL
City Hotel,0,51,114,3,middle,none,none,normal,<1-month,normal,2,0,0,2,2017,April,15,4,2017-04,Online TA,No Deposit,GBR,work+rest,A,Transient,9,NULL
City Hotel,0,172,112.1,4,middle,none,none,normal,2-6-months,normal,2,0,0,2,2017,April,14,4,2017-04,Offline TA/TO,No Deposit,ESP,work+rest,A,Transient,138,NULL
City Hotel,0,28,206.52,5,middle,none,none,normal,<1-month,high,2,1,0,3,2017,April,13,4,2017-04,Online TA,No Deposit,FIN,familiy,G,Transient,7,NULL
City Hotel,0,82,171,2,short,none,none,normal,1-2-months,high,3,0,0,3,2017,April,16,4,2017-04,Online TA,No Deposit,DEU,weekend,D,Transient,9,NULL
City Hotel,0,63,137.33,3,middle,little,none,normal,1-2-months,normal,2,0,0,2,2017,April,15,4,2017-04,Online TA,No Deposit,BEL,work+rest,A,Transient,9,NULL
City Hotel,0,49,108,2,short,none,none,normal,<1-month,normal,2,0,0,2,2017,April,16,4,2017-04,Online TA,No Deposit,NLD,weekend,A,Transient,9,NULL
City Hotel,0,49,108,2,short,none,none,normal,<1-month,normal,2,0,0,2,2017,April,16,4,2017-04,Online TA,No Deposit,NLD,weekend,A,Transient,9,NULL
City Hotel,0,49,108,2,short,none,none,normal,<1-month,normal,2,0,0,2,2017,April,16,4,2017-04,Online TA,No Deposit,PRY,weekend,A,Transient,9,NULL
City Hotel,0,258,104.4,5,middle,none,none,normal,>6-months,normal,1,0,0,1,2017,April,13,4,2017-04,Online TA,No Deposit,CHE,work+rest,A,Transient,9,NULL
City Hotel,0,258,104.4,5,middle,none,none,normal,>6-months,normal,1,0,0,1,2017,April,13,4,2017-04,Online TA,No Deposit,CHE,work+rest,A,Transient,9,NULL
City Hotel,0,258,104.4,5,middle,none,none,normal,>6-months,normal,1,0,0,1,2017,April,13,4,2017-04,Online TA,No Deposit,ESP,work+rest,A,Transient,9,NULL
City Hotel,0,51,114,3,middle,none,none,normal,<1-month,normal,2,0,0,2,2017,April,15,4,2017-04,Online TA,No Deposit,GBR,work+rest,A,Transient,9,NULL
City Hotel,0,71,255,1,short,none,none,normal,1-2-months,luxe,2,2,0,4,2017,April,17,4,2017-04,Direct,No Deposit,CHE,weekend,G,Transient,14,NULL
City Hotel,0,38,126.67,3,middle,none,none,normal,<1-month,normal,2,0,0,2,2017,April,15,4,2017-04,Online TA,No Deposit,GBR,work+rest,A,Transient,9,NULL
City Hotel,0,36,120,3,middle,none,none,normal,<1-month,normal,2,0,0,2,2017,April,15,4,2017-04,Online TA,No Deposit,FRA,work+rest,A,Transient,9,NULL
City Hotel,0,34,255,4,middle,none,none,normal,<1-month,luxe,3,1,0,4,2017,April,14,4,2017-04,Direct,No Deposit,FRA,familiy,G,Transient,14,NULL
City Hotel,0,161,119.39,7,long,none,none,normal,2-6-months,normal,2,0,0,2,2017,April,11,4,2017-04,Online TA,No Deposit,BRA,work+rest,A,Transient,7,NULL
City Hotel,0,53,228.3,3,middle,none,none,normal,<1-month,high,3,0,0,3,2017,April,15,4,2017-04,Online TA,No Deposit,FRA,work+rest,D,Transient,9,NULL
City Hotel,0,258,109.8,5,middle,none,none,normal,>6-months,normal,2,0,0,2,2017,April,13,4,2017-04,Online TA,No Deposit,CHE,work+rest,A,Transient,9,NULL
City Hotel,0,67,166.5,4,middle,none,none,normal,1-2-months,high,2,0,0,2,2017,April,14,4,2017-04,Online TA,No Deposit,IRL,work+rest,E,Transient,9,NULL
City Hotel,0,146,99,3,middle,little,none,normal,2-6-months,normal,2,0,0,2,2017,April,16,4,2017-04,Offline TA/TO,No Deposit,MEX,work+rest,A,Transient,138,NULL
City Hotel,0,69,130.5,4,middle,none,none,normal,1-2-months,normal,2,0,0,2,2017,April,15,4,2017-04,Online TA,No Deposit,FRA,work+rest,A,Transient,9,NULL
City Hotel,0,309,112.8,6,long,none,none,normal,>6-months,normal,2,0,0,2,2017,April,13,4,2017-04,Online TA,No Deposit,DEU,work+rest,A,Transient,9,NULL
City Hotel,0,65,130.5,4,middle,none,none,normal,1-2-months,normal,2,0,0,2,2017,April,15,4,2017-04,Online TA,No Deposit,ITA,work+rest,A,Transient,9,NULL
City Hotel,0,35,129,2,short,little,none,normal,<1-month,normal,2,1,0,3,2017,April,17,4,2017-04,Online TA,No Deposit,CHN,familiy,A,Transient,9,NULL
City Hotel,0,17,129,5,middle,none,none,normal,<1-month,normal,2,0,0,2,2017,April,14,4,2017-04,Online TA,No Deposit,NLD,work+rest,A,Transient,9,NULL
City Hotel,0,5,95,2,short,none,none,normal,<1-month,normal,1,0,0,1,2017,April,17,4,2017-04,Offline TA/TO,No Deposit,PRT,work+rest,A,Transient-Party,103,NULL
City Hotel,0,177,99,2,short,none,none,normal,2-6-months,normal,2,0,0,2,2017,April,17,4,2017-04,Online TA,No Deposit,RUS,work+rest,A,Transient,9,NULL
City Hotel,0,84,117,1,short,none,none,normal,1-2-months,normal,1,0,0,1,2017,April,18,4,2017-04,Online TA,No Deposit,NLD,work,A,Transient,9,NULL
City Hotel,0,84,117,1,short,none,none,normal,1-2-months,normal,1,0,0,1,2017,April,18,4,2017-04,Online TA,No Deposit,NLD,work,A,Transient,9,NULL
City Hotel,0,30,224,2,short,none,none,normal,<1-month,high,2,2,0,4,2017,April,17,4,2017-04,Online TA,No Deposit,NZL,familiy,F,Transient,9,NULL
City Hotel,0,14,115,1,short,little,none,normal,<1-month,normal,1,0,0,1,2017,April,18,4,2017-04,Online TA,No Deposit,GBR,work,A,Transient,9,NULL
City Hotel,0,94,126,2,short,none,none,normal,1-2-months,normal,2,0,0,2,2017,April,17,4,2017-04,Online TA,No Deposit,AUT,work+rest,A,Transient,9,NULL
City Hotel,0,67,180,2,short,none,none,normal,1-2-months,high,3,0,0,3,2017,April,17,4,2017-04,Online TA,No Deposit,FRA,work+rest,D,Transient,9,NULL
City Hotel,0,20,135,1,short,none,none,normal,<1-month,normal,2,0,0,2,2017,April,18,4,2017-04,Online TA,No Deposit,DEU,work,A,Transient,9,NULL
City Hotel,0,140,171,3,middle,little,none,normal,2-6-months,high,3,0,0,3,2017,April,16,4,2017-04,Online TA,No Deposit,FRA,work+rest,D,Transient,9,NULL
City Hotel,0,48,126,3,middle,none,none,normal,<1-month,normal,2,0,0,2,2017,April,16,4,2017-04,Online TA,No Deposit,FRA,work+rest,A,Transient,9,NULL
City Hotel,0,62,108,2,short,none,none,normal,1-2-months,normal,2,0,0,2,2017,April,17,4,2017-04,Online TA,No Deposit,GBR,work+rest,A,Transient,9,NULL
City Hotel,0,66,126,3,middle,none,none,normal,1-2-months,normal,2,0,0,2,2017,April,16,4,2017-04,Online TA,No Deposit,NLD,work+rest,A,Transient,9,NULL
City Hotel,0,83,108,1,short,little,none,normal,1-2-months,normal,2,0,0,2,2017,April,18,4,2017-04,Online TA,No Deposit,USA,work,A,Transient,9,NULL
City Hotel,0,124,102.6,5,middle,none,none,normal,2-6-months,normal,2,0,0,2,2017,April,14,4,2017-04,Online TA,No Deposit,CN,work+rest,A,Transient,9,NULL
City Hotel,0,0,9,2,short,none,none,normal,<1-month,low,2,0,0,2,2017,April,17,4,2017-04,Complementary,No Deposit,PRT,work+rest,A,Transient,NULL,NULL
City Hotel,0,11,129,5,middle,none,none,normal,<1-month,normal,2,0,0,2,2017,April,14,4,2017-04,Online TA,No Deposit,ITA,work+rest,A,Transient,9,NULL
City Hotel,0,68,112.5,4,middle,none,none,normal,1-2-months,normal,2,0,0,2,2017,April,15,4,2017-04,Online TA,No Deposit,ESP,work+rest,A,Transient,9,NULL
City Hotel,0,253,109.8,3,middle,none,none,normal,>6-months,normal,2,0,0,2,2017,April,16,4,2017-04,Online TA,No Deposit,ITA,work+rest,A,Transient,9,NULL
City Hotel,0,10,150,1,short,little,none,normal,<1-month,normal,1,0,0,1,2017,April,18,4,2017-04,Online TA,No Deposit,FRA,work,A,Transient,9,NULL
City Hotel,0,10,150,1,short,little,none,normal,<1-month,normal,1,0,0,1,2017,April,18,4,2017-04,Online TA,No Deposit,FRA,work,A,Transient,9,NULL
City Hotel,0,125,175.5,3,middle,none,none,normal,2-6-months,high,3,0,0,3,2017,April,16,4,2017-04,Online TA,No Deposit,ITA,work+rest,D,Transient,9,NULL
City Hotel,0,74,171,1,short,none,none,normal,1-2-months,high,2,0,0,2,2017,April,18,4,2017-04,Online TA,No Deposit,ITA,work,D,Transient-Party,9,NULL
City Hotel,0,74,126,1,short,none,none,normal,1-2-months,normal,3,0,0,3,2017,April,18,4,2017-04,Online TA,No Deposit,ITA,work,A,Transient-Party,9,NULL
City Hotel,0,44,140,3,middle,none,none,normal,<1-month,normal,2,0,0,2,2017,April,16,4,2017-04,Online TA,No Deposit,DEU,work+rest,D,Transient,9,NULL
City Hotel,0,44,130.67,3,middle,none,none,normal,<1-month,normal,2,0,0,2,2017,April,16,4,2017-04,Online TA,No Deposit,DEU,work+rest,A,Transient,9,NULL
City Hotel,0,55,175.5,4,middle,none,none,normal,<1-month,high,3,0,0,3,2017,April,15,4,2017-04,Online TA,No Deposit,CHE,work+rest,D,Transient,9,NULL
City Hotel,0,104,143.1,5,middle,none,none,normal,1-2-months,normal,2,0,0,2,2017,April,14,4,2017-04,Online TA,No Deposit,DEU,work+rest,D,Transient,9,NULL
City Hotel,0,104,143.1,5,middle,none,none,normal,1-2-months,normal,2,0,0,2,2017,April,14,4,2017-04,Online TA,No Deposit,DEU,work+rest,D,Transient,9,NULL
City Hotel,0,14,115,3,middle,none,none,normal,<1-month,normal,2,0,0,2,2017,April,16,4,2017-04,Direct,No Deposit,GBR,work+rest,A,Transient,14,NULL
City Hotel,0,0,140,1,short,none,none,normal,<1-month,normal,2,0,0,2,2017,April,18,4,2017-04,Online TA,No Deposit,DEU,work,A,Transient,9,NULL
City Hotel,0,129,170.36,7,long,none,none,normal,2-6-months,high,3,0,0,3,2017,April,12,4,2017-04,Online TA,No Deposit,DEU,work+rest,D,Transient-Party,9,NULL
City Hotel,0,129,134.36,7,long,none,none,normal,2-6-months,normal,2,0,0,2,2017,April,12,4,2017-04,Online TA,No Deposit,DEU,work+rest,D,Transient-Party,9,NULL
City Hotel,0,41,230,3,middle,little,none,normal,<1-month,high,2,2,0,4,2017,April,16,4,2017-04,Online TA,No Deposit,GBR,familiy,F,Transient,9,NULL
City Hotel,0,41,120,3,middle,little,none,normal,<1-month,normal,2,0,0,2,2017,April,16,4,2017-04,Online TA,No Deposit,GBR,work+rest,A,Transient,9,NULL
City Hotel,0,96,187,8,long,none,none,normal,1-2-months,high,3,0,0,3,2017,April,11,4,2017-04,Online TA,No Deposit,FRA,rest,E,Transient,9,NULL
City Hotel,0,54,184.5,4,middle,none,none,normal,<1-month,high,3,0,0,3,2017,April,15,4,2017-04,Online TA,No Deposit,ESP,work+rest,D,Transient,9,NULL
City Hotel,0,55,108,2,short,none,none,normal,<1-month,normal,2,0,0,2,2017,April,17,4,2017-04,Online TA,No Deposit,NOR,work+rest,A,Transient,9,NULL
City Hotel,0,6,150,3,middle,none,none,normal,<1-month,normal,1,0,0,1,2017,April,16,4,2017-04,Online TA,No Deposit,GBR,work+rest,A,Transient,9,NULL
City Hotel,0,6,150,3,middle,none,none,normal,<1-month,normal,2,0,0,2,2017,April,16,4,2017-04,Online TA,No Deposit,GBR,work+rest,A,Transient,9,NULL
City Hotel,0,1,160,1,short,none,none,normal,<1-month,high,2,1,0,3,2017,April,18,4,2017-04,Online TA,No Deposit,USA,familiy,A,Transient,9,NULL
City Hotel,0,11,129,5,middle,none,none,normal,<1-month,normal,2,0,0,2,2017,April,14,4,2017-04,Online TA,No Deposit,BRA,work+rest,A,Transient,9,NULL
City Hotel,0,68,112.5,4,middle,none,none,normal,1-2-months,normal,2,0,0,2,2017,April,15,4,2017-04,Online TA,No Deposit,ESP,work+rest,A,Transient,9,NULL
City Hotel,0,143,170.36,7,long,little,none,normal,2-6-months,high,2,0,0,2,2017,April,12,4,2017-04,Online TA,No Deposit,DEU,work+rest,D,Transient,9,NULL
City Hotel,0,45,126,4,middle,none,none,normal,<1-month,normal,2,0,0,2,2017,April,16,4,2017-04,Online TA,No Deposit,LUX,work+rest,A,Transient,9,NULL
City Hotel,0,7,135,2,short,none,none,normal,<1-month,normal,1,0,0,1,2017,April,18,4,2017-04,Online TA,No Deposit,DEU,work,A,Transient,10,NULL
City Hotel,0,92,137,1,short,none,none,normal,1-2-months,normal,2,1,0,3,2017,April,19,4,2017-04,Direct,No Deposit,ITA,familiy,A,Transient,NULL,NULL
City Hotel,0,34,115.2,4,middle,none,none,normal,<1-month,normal,2,0,0,2,2017,April,16,4,2017-04,Online TA,No Deposit,DEU,work+rest,A,Transient,7,NULL
City Hotel,0,64,108,3,middle,none,none,normal,1-2-months,normal,2,0,0,2,2017,April,17,4,2017-04,Online TA,No Deposit,USA,work+rest,A,Transient,9,NULL
City Hotel,0,88,89.1,4,middle,none,none,normal,1-2-months,normal,2,0,0,2,2017,April,16,4,2017-04,Offline TA/TO,No Deposit,GBR,work+rest,A,Transient,85,NULL
City Hotel,0,34,115.2,4,middle,none,none,normal,<1-month,normal,2,0,0,2,2017,April,16,4,2017-04,Online TA,No Deposit,DEU,work+rest,A,Transient,7,NULL
City Hotel,0,70,129.6,5,middle,none,none,normal,1-2-months,normal,2,0,0,2,2017,April,15,4,2017-04,Online TA,No Deposit,GBR,work+rest,A,Transient,9,NULL
City Hotel,0,157,99,1,short,little,none,normal,2-6-months,normal,2,0,0,2,2017,April,19,4,2017-04,Online TA,No Deposit,ISR,work,A,Transient,9,NULL
City Hotel,0,47,108,1,short,none,none,normal,<1-month,normal,1,0,0,1,2017,April,19,4,2017-04,Direct,No Deposit,BEL,work,A,Transient,14,NULL
City Hotel,0,8,135,1,short,none,none,normal,<1-month,normal,1,0,0,1,2017,April,19,4,2017-04,Direct,No Deposit,PRT,work,A,Transient,NULL,NULL
City Hotel,0,9,110,1,short,little,none,normal,<1-month,normal,1,0,0,1,2017,April,19,4,2017-04,Corporate,No Deposit,ESP,work,D,Transient,NULL,174
City Hotel,0,2,79.7,3,middle,none,none,normal,<1-month,low,2,0,0,2,2017,April,17,4,2017-04,Online TA,No Deposit,PRT,work+rest,A,Transient,152,NULL
City Hotel,0,83,72.42,3,middle,none,none,normal,1-2-months,low,1,0,0,1,2017,April,17,4,2017-04,Online TA,No Deposit,USA,work+rest,A,Transient,7,NULL
City Hotel,0,105,139.5,4,middle,none,none,normal,1-2-months,normal,2,0,0,2,2017,April,16,4,2017-04,Online TA,No Deposit,GBR,work+rest,D,Transient,9,NULL
City Hotel,0,120,91.31,7,long,none,none,normal,1-2-months,normal,2,0,0,2,2017,April,13,4,2017-04,Online TA,No Deposit,DEU,work+rest,A,Transient,83,NULL
City Hotel,0,116,89.1,3,middle,none,none,normal,1-2-months,normal,2,0,0,2,2017,April,17,4,2017-04,Offline TA/TO,No Deposit,PRT,work+rest,A,Transient,27,NULL
City Hotel,0,7,120,4,middle,none,none,normal,<1-month,normal,2,0,0,2,2017,April,16,4,2017-04,Online TA,No Deposit,DEU,work+rest,A,Transient,7,NULL
City Hotel,0,11,100,3,middle,little,none,normal,<1-month,normal,2,0,0,2,2017,April,17,4,2017-04,Online TA,No Deposit,LVA,work+rest,A,Transient,9,NULL
City Hotel,0,71,171,3,middle,none,none,normal,1-2-months,high,3,0,0,3,2017,April,17,4,2017-04,Online TA,No Deposit,USA,work+rest,D,Transient,9,NULL
City Hotel,0,4,170,4,middle,none,none,normal,<1-month,high,2,0,0,2,2017,April,16,4,2017-04,Direct,No Deposit,DEU,work+rest,A,Transient,14,NULL
City Hotel,0,85,99,3,middle,none,none,normal,1-2-months,normal,2,0,0,2,2017,April,17,4,2017-04,Offline TA/TO,No Deposit,FRA,work+rest,A,Transient,138,NULL
City Hotel,0,54,95.76,3,middle,none,none,normal,<1-month,normal,2,0,0,2,2017,April,17,4,2017-04,Online TA,No Deposit,FRA,work+rest,A,Transient,7,NULL
City Hotel,0,83,171,3,middle,none,none,normal,1-2-months,high,3,0,0,3,2017,April,17,4,2017-04,Online TA,No Deposit,FRA,work+rest,D,Transient,9,NULL
City Hotel,0,10,250,4,middle,none,none,normal,<1-month,high,3,0,0,3,2017,April,16,4,2017-04,Online TA,No Deposit,DEU,work+rest,E,Transient,9,NULL
City Hotel,0,41,112,3,middle,none,none,normal,<1-month,normal,2,0,0,2,2017,April,17,4,2017-04,Online TA,No Deposit,DEU,work+rest,A,Transient,85,NULL
City Hotel,0,35,224,2,short,none,none,normal,<1-month,high,2,2,0,4,2017,April,18,4,2017-04,Online TA,No Deposit,GBR,familiy,F,Transient,9,NULL
City Hotel,0,120,91.31,7,long,none,none,normal,1-2-months,normal,1,1,0,2,2017,April,13,4,2017-04,Online TA,No Deposit,DEU,familiy,A,Transient,83,NULL
City Hotel,0,120,91.31,7,long,none,none,normal,1-2-months,normal,2,0,0,2,2017,April,13,4,2017-04,Online TA,No Deposit,DEU,work+rest,A,Transient,83,NULL
City Hotel,0,46,126,3,middle,none,none,normal,<1-month,normal,2,0,0,2,2017,April,17,4,2017-04,Online TA,No Deposit,FRA,work+rest,A,Transient,9,NULL
City Hotel,0,4,164,3,middle,none,none,normal,<1-month,high,2,1,0,3,2017,April,17,4,2017-04,Direct,No Deposit,ESP,familiy,A,Transient,14,NULL
City Hotel,0,58,174.6,5,middle,none,none,normal,<1-month,high,3,0,0,3,2017,April,15,4,2017-04,Online TA,No Deposit,FRA,work+rest,D,Transient,9,NULL
City Hotel,0,92,97.02,3,middle,none,none,normal,1-2-months,normal,2,0,0,2,2017,April,17,4,2017-04,Online TA,No Deposit,ITA,work+rest,A,Transient,7,NULL
City Hotel,0,92,110.5,3,middle,none,none,normal,1-2-months,normal,2,1,0,3,2017,April,17,4,2017-04,Online TA,No Deposit,ITA,familiy,A,Transient,7,NULL
City Hotel,0,148,97.65,6,long,none,none,normal,2-6-months,normal,2,0,0,2,2017,April,14,4,2017-04,Online TA,No Deposit,MRT,work+rest,D,Transient,7,NULL
City Hotel,0,13,92,4,middle,none,none,normal,<1-month,normal,2,0,0,2,2017,April,16,4,2017-04,Online TA,No Deposit,ESP,work+rest,A,Transient,7,NULL
City Hotel,0,174,117,3,middle,none,none,normal,2-6-months,normal,2,0,0,2,2017,April,17,4,2017-04,Online TA,No Deposit,CHE,work+rest,A,Transient,9,NULL
City Hotel,0,123,120.24,5,middle,none,none,normal,2-6-months,normal,2,1,0,3,2017,April,15,4,2017-04,Online TA,No Deposit,ROU,familiy,D,Transient,86,NULL
City Hotel,0,21,175,2,short,none,none,normal,<1-month,high,1,0,0,1,2017,April,18,4,2017-04,Online TA,No Deposit,GBR,work,E,Transient,195,NULL
City Hotel,0,57,108,4,middle,little,none,normal,<1-month,normal,2,0,1,3,2017,April,16,4,2017-04,Online TA,No Deposit,CHE,familiy,A,Transient,9,NULL
City Hotel,0,181,130.5,3,middle,many,none,normal,>6-months,normal,2,0,0,2,2017,April,17,4,2017-04,Online TA,No Deposit,FRA,work+rest,D,Transient,9,NULL
City Hotel,0,181,130.5,3,middle,many,none,normal,>6-months,normal,1,0,0,1,2017,April,17,4,2017-04,Online TA,No Deposit,FRA,work+rest,D,Transient,9,NULL
City Hotel,0,181,130.5,3,middle,many,none,normal,>6-months,normal,1,0,0,1,2017,April,17,4,2017-04,Online TA,No Deposit,FRA,work+rest,D,Transient,9,NULL
City Hotel,0,14,115,1,short,none,none,normal,<1-month,normal,2,0,0,2,2017,April,19,4,2017-04,Online TA,No Deposit,ESP,work,A,Transient,9,NULL
City Hotel,0,90,85,3,middle,none,none,normal,1-2-months,normal,2,0,0,2,2017,April,17,4,2017-04,Offline TA/TO,No Deposit,FRA,work+rest,A,Transient,28,NULL
City Hotel,0,70,108,4,middle,none,none,normal,1-2-months,normal,2,0,0,2,2017,April,16,4,2017-04,Online TA,No Deposit,GBR,work+rest,A,Transient,9,NULL
City Hotel,0,13,92,4,middle,none,none,normal,<1-month,normal,2,0,0,2,2017,April,16,4,2017-04,Online TA,No Deposit,GBR,work+rest,A,Transient,7,NULL
City Hotel,0,70,108,4,middle,none,none,normal,1-2-months,normal,2,0,0,2,2017,April,16,4,2017-04,Online TA,No Deposit,GBR,work+rest,A,Transient,9,NULL
City Hotel,0,14,115,1,short,little,none,normal,<1-month,normal,1,0,0,1,2017,April,19,4,2017-04,Online TA,No Deposit,BEL,work,A,Transient,9,NULL
City Hotel,0,32,228.76,3,middle,none,none,normal,<1-month,high,2,2,0,4,2017,April,17,4,2017-04,Online TA,No Deposit,PRT,familiy,F,Transient,7,NULL
City Hotel,0,83,72.42,3,middle,none,none,normal,1-2-months,low,1,0,0,1,2017,April,17,4,2017-04,Online TA,No Deposit,GBR,work+rest,A,Transient,7,NULL
City Hotel,0,84,171,4,middle,none,none,normal,1-2-months,high,3,0,0,3,2017,April,16,4,2017-04,Online TA,No Deposit,FRA,work+rest,D,Transient,9,NULL
City Hotel,0,24,114,3,middle,none,none,normal,<1-month,normal,2,0,0,2,2017,April,17,4,2017-04,Online TA,No Deposit,NLD,work+rest,A,Transient,9,NULL
City Hotel,0,90,108,3,middle,none,none,normal,1-2-months,normal,2,0,0,2,2017,April,17,4,2017-04,Direct,No Deposit,GBR,work+rest,A,Transient,14,NULL
City Hotel,0,26,114,1,short,none,none,normal,<1-month,normal,2,0,0,2,2017,April,19,4,2017-04,Online TA,No Deposit,BRA,work,A,Transient,9,NULL
